saffron flavors of india,0.0000096128,0.0016033209,0.9575525999
the chicken tikka masala,0.0000084615,0.0014113074,0.2107190544
i love indian food,0.0000052508,0.0008757767,0.1999861913
their chicken tikka masala,0.0000052138,0.0008696188,0.6137927423
food and great service,0.0000040469,0.0006749779,0.3082663690
a la carte menu,0.0000036337,0.0006060737,0.4705556227
the garlic naan bread,0.0000032558,0.0005430389,0.3011538462
the mango ice cream,0.0000024200,0.0004036381,0.2611538462
chicken tikka masala and,0.0000023037,0.0003842407,0.0962337002
and chicken tikka masala,0.0000022514,0.0003755135,0.1388326966
for a lunch buffet,0.0000017559,0.0002928708,0.1515899237
an indian lunch buffet,0.0000016639,0.0002775285,0.2154730907
a lot of food,0.0000016383,0.0002732449,0.1325921074
rice and garlic naan,0.0000016055,0.0002677794,0.3465065346
the chicken tiki masala,0.0000015831,0.0002640392,0.2050000000
was craving indian food,0.0000015143,0.0002525654,0.2801311189
ordered the chicken tikka,0.0000015097,0.0002518062,0.2792890963
love indian food and,0.0000011973,0.0001996996,0.2584112965
highly recommend this place,0.0000010557,0.0001760812,0.1952992363
they give you a,0.0000010557,0.0001760795,0.1242801444
a great indian restaurant,0.0000010130,0.0001689616,0.1639772727
best indian lunch buffet,0.0000009525,0.0001588725,0.1370539730
taste of the food,0.0000009336,0.0001557179,0.1511242224
service was a bit,0.0000009249,0.0001542710,0.1711086304
there were a few,0.0000008792,0.0001466487,0.0948817342
place for indian food,0.0000008234,0.0001373315,0.1332801776
compared to other indian,0.0000006994,0.0001166612,0.0905757438
indian food in vegas,0.0000006909,0.0001152286,0.0447317578
chicken tikka masala was,0.0000006649,0.0001109014,0.0662337002
the food was delicious,0.0000006618,0.0001103846,0.0259704849
restaurant in the valley,0.0000006553,0.0001093008,0.1212302252
to take our order,0.0000006513,0.0001086254,0.0766697856
my wife and i,0.0000006425,0.0001071694,0.0156993007
the food was great,0.0000006418,0.0001070396,0.0259704849
the food here is,0.0000006389,0.0001065704,0.0162237762
we will be back,0.0000006152,0.0001026118,0.0256993007
the food was excellent,0.0000005816,0.0000970046,0.0259704849
and it was pretty,0.0000005689,0.0000948876,0.0566697856
indian restaurants in vegas,0.0000005538,0.0000923646,0.0478079247
restaurants in the valley,0.0000005487,0.0000915263,0.0710610113
indian restaurants in town,0.0000005361,0.0000894188,0.0408380859
and the garlic naan,0.0000005097,0.0000850150,0.0366697856
and it was delicious,0.0000005046,0.0000841547,0.0466697856
the lunch buffet for,0.0000004848,0.0000808554,0.0697512212
i was a bit,0.0000004814,0.0000802919,0.0366697856
and full of flavor,0.0000004769,0.0000795464,0.0561453101
my favorite indian restaurant,0.0000004758,0.0000793547,0.0684566879
the food is great,0.0000004440,0.0000740517,0.0159704849
i thought it was,0.0000004385,0.0000731365,0.0162237762
most of the dishes,0.0000004376,0.0000729905,0.0566697856
i was really excited,0.0000004376,0.0000729905,0.0566697856
during the lunch buffet,0.0000004376,0.0000729905,0.0566697856
i would highly recommend,0.0000004362,0.0000727518,0.0353028192
this side of town,0.0000004336,0.0000723149,0.0561453101
it was a nice,0.0000004336,0.0000723149,0.0561453101
the atmosphere is nice,0.0000004325,0.0000721326,0.0466697856
chicken tikka masala with,0.0000004262,0.0000710798,0.0919773097
it was a bit,0.0000004248,0.0000708458,0.0366697856
my favorite indian place,0.0000003993,0.0000666068,0.0646419463
i am in vegas,0.0000003964,0.0000661215,0.0466697856
on a regular basis,0.0000003943,0.0000657720,0.0510653900
we had a great,0.0000003902,0.0000650834,0.0561453101
the garlic naan was,0.0000003836,0.0000639855,0.0155244755
i had the chicken,0.0000003707,0.0000618310,0.0266697856
remember the name of,0.0000003706,0.0000618082,0.0399899014
for the lunch buffet,0.0000003642,0.0000607507,0.0059704849
it is a bit,0.0000003604,0.0000601105,0.0466697856
i will be coming,0.0000003604,0.0000601105,0.0466697856
i was very impressed,0.0000003604,0.0000601105,0.0466697856
all you can eat,0.0000003595,0.0000599584,0.0150166713
one of the dishes,0.0000003398,0.0000566766,0.0366697856
service was good and,0.0000003358,0.0000560161,0.0483232347
prices are very reasonable,0.0000003352,0.0000559022,0.0361687376
not a huge fan,0.0000003321,0.0000553986,0.0537643577
food and the service,0.0000003269,0.0000545302,0.1411242224
all of the food,0.0000003244,0.0000540994,0.0466697856
here a few times,0.0000003207,0.0000534915,0.0461453101
i got the chicken,0.0000003115,0.0000519536,0.0366697856
i had the lamb,0.0000003089,0.0000515259,0.0266697856
the lamb rogan josh,0.0000003012,0.0000502318,0.0650000000
the quality of food,0.0000003008,0.0000501748,0.0259704849
my husband and i,0.0000002836,0.0000472956,0.0062237762
we had to wait,0.0000002832,0.0000472305,0.0366697856
the food is outstanding,0.0000002832,0.0000472305,0.0366697856
and the butter chicken,0.0000002832,0.0000472305,0.0366697856
the service was pretty,0.0000002808,0.0000468298,0.0259704849
service was friendly and,0.0000002728,0.0000455040,0.0883232347
this place is amazing,0.0000002671,0.0000445432,0.0314394277
service was very friendly,0.0000002556,0.0000426361,0.0551711755
to try the buffet,0.0000002549,0.0000425075,0.0366697856
most of the food,0.0000002549,0.0000425075,0.0366697856
can be a bit,0.0000002512,0.0000418995,0.0361453101
for the first time,0.0000002499,0.0000416842,0.0062237762
with a group of,0.0000002425,0.0000404413,0.0156993007
i have been to,0.0000002389,0.0000398468,0.0055244755
craving for indian food,0.0000002382,0.0000397270,0.0162337002
review is for the,0.0000002375,0.0000396191,0.1538013227
never tried indian food,0.0000002344,0.0000391012,0.0505969369
one of the owners,0.0000002265,0.0000377856,0.0266697856
the amount of food,0.0000002265,0.0000377844,0.0366697856
not the best indian,0.0000002265,0.0000377844,0.0366697856
go to this place,0.0000002265,0.0000377844,0.0366697856
a side of rice,0.0000002265,0.0000377844,0.0366697856
food is good and,0.0000002239,0.0000373441,0.0483232347
food is delicious and,0.0000002232,0.0000372223,0.0577987592
a lot of indian,0.0000002221,0.0000370426,0.0261453101
indian buffet in town,0.0000002207,0.0000368185,0.0285858597
give this place a,0.0000002182,0.0000363971,0.0156993007
indian restaurant in vegas,0.0000002131,0.0000355452,0.0162337002
the lunch buffet is,0.0000002048,0.0000341544,0.0055244755
indian restaurant in town,0.0000002041,0.0000340405,0.0880966997
was a good experience,0.0000002019,0.0000336751,0.0261453101
of all the indian,0.0000001982,0.0000330614,0.0366697856
very good indian food,0.0000001914,0.0000319301,0.0206587753
small for the price,0.0000001909,0.0000318387,0.0247195479
we were not disappointed,0.0000001870,0.0000311926,0.0161453101
