garlic naan,0.0000004930,0.0021553283,0.9729243684
indian food,0.0000004555,0.0019914866,0.4475781794
lunch buffet,0.0000003480,0.0015215898,0.7270731960
indian cuisine,0.0000003071,0.0013426875,0.9891131593
butter chicken,0.0000002586,0.0011308642,0.9914221455
tandoori chicken,0.0000002480,0.0010841343,0.9914221455
basmati rice,0.0000001835,0.0008021276,0.9894150539
chicken tikka,0.0000001645,0.0007194552,0.9911662914
tikka masala,0.0000001623,0.0007095112,0.9903283222
mango lassi,0.0000001600,0.0006997284,0.9896958953
gluten free,0.0000001581,0.0006914159,0.9911540556
naan bread,0.0000001581,0.0006910814,0.9906744823
bombay spice,0.0000001568,0.0006854222,0.9825619663
rice pudding,0.0000001519,0.0006643311,0.9925668609
south indian,0.0000001432,0.0006260414,0.9912011407
vegetarian options,0.0000001304,0.0005700869,0.9913903903
goat curry,0.0000001279,0.0005593353,0.9889048260
palak paneer,0.0000001106,0.0004833997,0.9861353536
indian restaurant,0.0000001101,0.0004815218,0.3869684233
chai tea,0.0000001095,0.0004787084,0.9765650487
gulab jamun,0.0000001055,0.0004612746,0.9786402455
malai kofta,0.0000001051,0.0004597235,0.9753494055
this place,0.0000001043,0.0004559943,0.1154460094
fast food,0.0000001027,0.0004492195,0.9927751942
masala dosa,0.0000001004,0.0004389195,0.9906506967
chicken vindaloo,0.0000000961,0.0004201655,0.9904701913
lamb vindaloo,0.0000000959,0.0004195027,0.9889076275
curry sauce,0.0000000898,0.0003927372,0.9919418609
great food,0.0000000861,0.0003765985,0.2528453859
chicken korma,0.0000000854,0.0003735485,0.9906506967
garlic nan,0.0000000854,0.0003733733,0.9901858682
ice cream,0.0000000834,0.0003645584,0.9915987237
spice level,0.0000000832,0.0003636648,0.9891681681
deep fried,0.0000000802,0.0003508037,0.9792962908
north indian,0.0000000790,0.0003455929,0.9908240933
lunch specials,0.0000000789,0.0003450717,0.9893298117
chicken curry,0.0000000734,0.0003211247,0.6193619920
when i,0.0000000715,0.0003124498,0.1938285315
indian buffet,0.0000000701,0.0003063909,0.4276571900
rogan josh,0.0000000668,0.0002918785,0.9675770873
tamarind sauce,0.0000000662,0.0002893499,0.9901367509
chana masala,0.0000000641,0.0002800857,0.9903830513
so i,0.0000000612,0.0002674733,0.1640090370
main courses,0.0000000609,0.0002660591,0.9407849577
chicken tandoori,0.0000000602,0.0002631111,0.9303606890
chicken makhani,0.0000000598,0.0002614840,0.9906506967
nan bread,0.0000000596,0.0002606746,0.9875844953
iced tea,0.0000000589,0.0002573876,0.9415061728
aloo gobi,0.0000000588,0.0002570246,0.9737559308
vegetable korma,0.0000000575,0.0002515605,0.9883534406
veggie samosas,0.0000000555,0.0002428421,0.9907956243
plain naan,0.0000000555,0.0002426678,0.9900844953
fish curry,0.0000000555,0.0002425080,0.9894327964
chicken biryani,0.0000000554,0.0002424007,0.9889947815
lamb biryani,0.0000000532,0.0002327080,0.9874267130
chicken masala,0.0000000532,0.0002326015,0.8508402173
fried rice,0.0000000508,0.0002219138,0.9808591432
hot sauce,0.0000000506,0.0002212527,0.9779371355
it was,0.0000000502,0.0002193156,0.0450000000
vegetable curry,0.0000000491,0.0002144872,0.9892522910
tapas style,0.0000000486,0.0002123286,0.9792962908
mango chutney,0.0000000469,0.0002050487,0.9887076429
mixed grill,0.0000000461,0.0002014436,0.9713243158
indian places,0.0000000457,0.0001999748,0.4611593707
brown rice,0.0000000448,0.0001958211,0.9891761727
tomato soup,0.0000000446,0.0001950505,0.9852836494
yogurt sauce,0.0000000445,0.0001947550,0.9837908192
chinese food,0.0000000444,0.0001940597,0.9802787881
indo chinese,0.0000000442,0.0001932273,0.9760740613
chili chicken,0.0000000427,0.0001867676,0.9906151188
vegetable samosa,0.0000000426,0.0001862513,0.9878768179
chicken pakora,0.0000000419,0.0001830340,0.9708123019
chick peas,0.0000000408,0.0001783220,0.9458197275
mint chutney,0.0000000406,0.0001773341,0.9900844953
tandori chicken,0.0000000405,0.0001770330,0.9884031381
lamb chops,0.0000000404,0.0001767295,0.9867087989
in the,0.0000000400,0.0001748094,0.0355244755
shahi paneer,0.0000000398,0.0001741392,0.9722464064
lentil soup,0.0000000390,0.0001705836,0.7539796587
paneer pakora,0.0000000384,0.0001680180,0.9901858682
chicken wings,0.0000000384,0.0001679495,0.9897821765
mantra masala,0.0000000384,0.0001678872,0.9894154091
cottage cheese,0.0000000380,0.0001659751,0.9781463707
of the,0.0000000376,0.0001643541,0.0555244755
vegetable pakora,0.0000000362,0.0001584635,0.9888121153
shrimp curry,0.0000000362,0.0001583768,0.9882709745
but i,0.0000000360,0.0001573664,0.0851705735
mexican food,0.0000000359,0.0001568262,0.9785953990
curry chicken,0.0000000355,0.0001553793,0.5886654572
on the,0.0000000351,0.0001533768,0.0355244755
sweet rice,0.0000000342,0.0001495614,0.9915923436
mattar paneer,0.0000000342,0.0001494331,0.9907417045
bhindi masala,0.0000000342,0.0001493274,0.9900409406
mango lassis,0.0000000338,0.0001478730,0.9803978213
cream sauce,0.0000000333,0.0001454751,0.9644998550
whole wheat,0.0000000324,0.0001418323,0.9403478866
mutter paneer,0.0000000321,0.0001401405,0.9910736971
south india,0.0000000320,0.0001399566,0.9897728970
white rice,0.0000000319,0.0001393141,0.9852296275
flat bread,0.0000000316,0.0001383659,0.9785236463
dum biryani,0.0000000315,0.0001378593,0.9749408654
white meat,0.0000000315,0.0001377100,0.9738848009
samosa chaat,0.0000000299,0.0001305701,0.9893481478
tikki masala,0.0000000297,0.0001297047,0.9827907317
indian beer,0.0000000290,0.0001266461,0.6106645638
chilli chicken,0.0000000285,0.0001244442,0.9429316631
chicken saag,0.0000000279,0.0001220355,0.8630349151
shrimp vindaloo,0.0000000278,0.0001215141,0.9915550427
southern indian,0.0000000278,0.0001213463,0.9901858682
chicken breast,0.0000000277,0.0001212141,0.9891073635
eggplant dish,0.0000000277,0.0001210781,0.9879973874
vegetable biryani,0.0000000277,0.0001208987,0.9865335834
mango chicken,0.0000000276,0.0001207429,0.8538935039
red wine,0.0000000275,0.0001202958,0.9816140643
curry leaf,0.0000000275,0.0001202592,0.9813149114
if you,0.0000000270,0.0001182598,0.0650000000
chick pea,0.0000000265,0.0001160830,0.9472373396
the food,0.0000000261,0.0001139431,0.0354460094
paneer masala,0.0000000258,0.0001128168,0.8548290253
peshwari naan,0.0000000256,0.0001120441,0.9904701913
masala dosai,0.0000000256,0.0001118210,0.9884980540
channa masala,0.0000000255,0.0001117035,0.9874589664
matter paneer,0.0000000255,0.0001116487,0.9869743849
carrot halwa,0.0000000254,0.0001111538,0.9825995375
spiciest curry,0.0000000252,0.0001102709,0.9747951463
tiki masala,0.0000000252,0.0001101794,0.9739857137
pilau rice,0.0000000252,0.0001099917,0.9723261862
onion bhaji,0.0000000250,0.0001095167,0.9681274088
pita bread,0.0000000247,0.0001080412,0.9550845605
the naan,0.0000000238,0.0001041152,0.0856165829
cheese naan,0.0000000233,0.0001020320,0.9839593686
tamarind chutney,0.0000000231,0.0001011270,0.9752318822
al hamra,0.0000000231,0.0001007848,0.9719323081
salad bar,0.0000000230,0.0001004725,0.9689207209
regular naan,0.0000000229,0.0001000195,0.7073379060
onion naan,0.0000000228,0.0000996100,0.8805520192
