indian restaurant in las vegas,0.0001267636,0.0041295107,0.1684555569
indian restaurants in las vegas,0.0001073596,0.0034973985,0.4597136000
the chicken tikka masala was,0.0000907414,0.0029560358,0.1128061412
indian food in the valley,0.0000719471,0.0023437822,0.2132841791
ordered the chicken tikka masala,0.0000642045,0.0020915577,0.3092890963
the quality of the food,0.0000508321,0.0016559315,0.0559704849
the chicken tikka masala and,0.0000489936,0.0015960371,0.0755244755
had the chicken tikka masala,0.0000481727,0.0015692983,0.1428061412
this review is for the,0.0000467017,0.0015213766,0.1499823777
indian food in las vegas,0.0000429677,0.0013997364,0.2365554521
i highly recommend this place,0.0000374831,0.0012210675,0.1203769038
hands down the best indian,0.0000365921,0.0011920428,0.1175155568
and the chicken tikka masala,0.0000308990,0.0010065791,0.0850559312
i love indian food and,0.0000288981,0.0009413979,0.0928061412
the chicken tikka masala is,0.0000272425,0.0008874646,0.1166522951
a fan of indian food,0.0000241556,0.0007869057,0.0775757833
was out of this world,0.0000239763,0.0007810633,0.0615998555
the staff was very friendly,0.0000145321,0.0004734044,0.0466697856
the end of the meal,0.0000138408,0.0004508839,0.0266697856
is the best indian restaurant,0.0000137992,0.0004495295,0.0759704849
to try the lunch buffet,0.0000123698,0.0004029647,0.0366697856
went for the lunch buffet,0.0000110726,0.0003607072,0.0266697856
and the service was great,0.0000104668,0.0003409701,0.0366697856
i ordered the chicken tikka,0.0000097171,0.0003165502,0.0936197136
is one of my favorite,0.0000097151,0.0003164824,0.0415998555
for the amount of food,0.0000083045,0.0002705304,0.0266697856
best indian food in vegas,0.0000073969,0.0002409644,0.0219277637
is my favorite indian restaurant,0.0000063574,0.0002071006,0.0350000000
of the best i've had,0.0000058384,0.0001901944,0.0250000000
this is my favorite indian,0.0000054274,0.0001768068,0.0261453101
here for the lunch buffet,0.0000053873,0.0001754998,0.0159704849
in the middle of the,0.0000048340,0.0001574757,0.0155244755
the food was really good,0.0000046308,0.0001508551,0.0162237762
and it was very good,0.0000046308,0.0001508551,0.0162237762
recommend this place to anyone,0.0000041533,0.0001352988,0.0228654971
indian food i have had,0.0000041507,0.0001352152,0.0399899014
staff was very friendly and,0.0000040647,0.0001324146,0.0783232347
the service was very good,0.0000040284,0.0001312297,0.0155244755
the food is fresh and,0.0000040284,0.0001312297,0.0155244755
would definitely recommend this place,0.0000039749,0.0001294892,0.0127654777
the food was very good,0.0000037144,0.0001210033,0.0062237762
if you like indian food,0.0000036676,0.0001194777,0.0061453101
chicken tikka masala and the,0.0000035459,0.0001155134,0.1366522951
if you are looking for,0.0000035030,0.0001141167,0.0050000000
for the lunch buffet and,0.0000033914,0.0001104812,0.0062237762
one of my favorite indian,0.0000033516,0.0001091821,0.0161453101
just the right amount of,0.0000032299,0.0001052202,0.0062237762
service was a bit slow,0.0000031869,0.0001038180,0.0122816657
not the best indian food,0.0000029326,0.0000955344,0.0161453101
is one of the best,0.0000029070,0.0000946982,0.0062237762
in for the lunch buffet,0.0000029009,0.0000944999,0.0159704849
the best i've ever had,0.0000028099,0.0000915357,0.0056993007
you will not be disappointed,0.0000027108,0.0000883096,0.0061453101
one of the best indian,0.0000025961,0.0000845704,0.0066697856
at least once a week,0.0000023187,0.0000755342,0.0089356904
to give it a try,0.0000022610,0.0000736542,0.0062237762
this is one of the,0.0000022610,0.0000736542,0.0062237762
for lunch the next day,0.0000022610,0.0000736542,0.0062237762
a little bit of everything,0.0000022610,0.0000736542,0.0062237762
the best i have ever,0.0000021049,0.0000685705,0.0162237762
the food is very good,0.0000020995,0.0000683931,0.0062237762
some of the best indian,0.0000020761,0.0000676326,0.0266697856
not a big fan of,0.0000020704,0.0000674473,0.0056993007
i will definitely be back,0.0000020704,0.0000674473,0.0056993007
was one of the best,0.0000019380,0.0000631321,0.0062237762
the food was pretty good,0.0000019380,0.0000631321,0.0062237762
and i have to say,0.0000017765,0.0000578711,0.0062237762
we will definitely be back,0.0000017747,0.0000578120,0.0056993007
my husband and i went,0.0000017202,0.0000560386,0.0055244755
i would recommend this place,0.0000016958,0.0000552427,0.0054460094
nothing to write home about,0.0000016866,0.0000549451,0.0050000000
this was my first time,0.0000016268,0.0000529943,0.0056993007
is the place to go,0.0000016268,0.0000529943,0.0056993007
if you are in the,0.0000016268,0.0000529943,0.0056993007
the staff is friendly and,0.0000016150,0.0000526101,0.0062237762
the service was great and,0.0000016150,0.0000526101,0.0062237762
the food was good and,0.0000016150,0.0000526101,0.0062237762
as good as it gets,0.0000015569,0.0000507185,0.0050000000
the food is delicious and,0.0000014535,0.0000473491,0.0062237762
can't wait to go back,0.0000014272,0.0000464920,0.0050000000
can't wait to come back,0.0000014272,0.0000464920,0.0050000000
this is a great place,0.0000014132,0.0000460356,0.0054460094
next time i'm in vegas,0.0000014132,0.0000460356,0.0054460094
the best indian restaurant in,0.0000012974,0.0000422654,0.0050000000
the best i have had,0.0000012920,0.0000420881,0.0062237762
i had the chicken tikka,0.0000012110,0.0000394504,0.0466697856
indian food i've ever had,0.0000011888,0.0000387282,0.0065450718
this is one of my,0.0000011831,0.0000385413,0.0056993007
here for the first time,0.0000011468,0.0000373591,0.0055244755
indian restaurants i've been to,0.0000010190,0.0000331956,0.0065450718
indian food i have ever,0.0000010190,0.0000331956,0.0065450718
at the end of the,0.0000010035,0.0000326892,0.0055244755
is by far the best,0.0000009690,0.0000315661,0.0062237762
and the quality of the,0.0000009690,0.0000315661,0.0062237762
my favorite indian restaurant in,0.0000009082,0.0000295858,0.0050000000
of the best indian restaurants,0.0000008651,0.0000281822,0.0166697856
it was one of the,0.0000008075,0.0000263051,0.0062237762
is a great place to,0.0000008075,0.0000263051,0.0062237762
to go back and try,0.0000007394,0.0000240883,0.0056993007
the best indian food in,0.0000007168,0.0000233494,0.0055244755
decided to give it a,0.0000006793,0.0000221304,0.0065450718
this is the place to,0.0000005190,0.0000169062,0.0050000000
wait to go back and,0.0000004912,0.0000160024,0.0094654258
the best indian restaurants in,0.0000004845,0.0000157830,0.0062237762
is some of the best,0.0000004845,0.0000157830,0.0062237762
best indian food in town,0.0000004576,0.0000149065,0.0088171700
the best indian food i've,0.0000004437,0.0000144530,0.0056993007
this is the best indian,0.0000003461,0.0000112761,0.0066697856
indian food i've had in,0.0000003397,0.0000110652,0.0065450718
this was one of the,0.0000003230,0.0000105220,0.0062237762
by far the best indian,0.0000003189,0.0000103894,0.0061453101
i would definitely recommend this,0.0000002958,0.0000096353,0.0056993007
best indian food i've had,0.0000002595,0.0000084531,0.0050000000
i can't wait to go,0.0000001479,0.0000048177,0.0056993007
the best indian food i,0.0000001434,0.0000046699,0.0055244755
is the best indian food,0.0000001413,0.0000046036,0.0054460094
some of the best i've,0.0000001297,0.0000042265,0.0050000000
food i have ever had,0.0000001297,0.0000042265,0.0050000000
best indian food i've ever,0.0000001297,0.0000042265,0.0050000000
