and,0.0000011940,0.0267288616,1.0000000000
the,0.0000005928,0.0132705891,1.0000000000
but,0.0000004850,0.0108581709,1.0000000000
that,0.0000003431,0.0076812861,1.0000000000
with,0.0000003282,0.0073471181,1.0000000000
for,0.0000003239,0.0072509876,1.0000000000
to,0.0000003110,0.0069625961,1.0000000000
of,0.0000003075,0.0068847761,1.0000000000
a,0.0000003031,0.0067840680,1.0000000000
in,0.0000002918,0.0065322976,1.0000000000
it,0.0000002799,0.0062667942,1.0000000000
so,0.0000002632,0.0058914274,1.0000000000
i,0.0000002574,0.0057632534,1.0000000000
on,0.0000002282,0.0051086504,1.0000000000
was,0.0000002168,0.0048523023,1.0000000000
is,0.0000002118,0.0047424389,1.0000000000
or,0.0000002114,0.0047332836,1.0000000000
at,0.0000002029,0.0045410226,1.0000000000
as,0.0000002016,0.0045135567,1.0000000000
my,0.0000001965,0.0043991156,1.0000000000
this,0.0000001818,0.0040695253,1.0000000000
we,0.0000001812,0.0040557923,1.0000000000
food,0.0000001722,0.0038543760,1.0000000000
you,0.0000001642,0.0036758479,1.0000000000
good,0.0000001573,0.0035202080,1.0000000000
from,0.0000001568,0.0035110527,1.0000000000
just,0.0000001519,0.0034011893,1.0000000000
not,0.0000001493,0.0033416799,1.0000000000
it's,0.0000001405,0.0031448412,1.0000000000
here,0.0000001354,0.0030304001,1.0000000000
like,0.0000001319,0.0029525802,1.0000000000
which,0.0000001305,0.0029205367,1.0000000000
their,0.0000001286,0.0028793379,1.0000000000
out,0.0000001282,0.0028701826,1.0000000000
if,0.0000001268,0.0028381391,1.0000000000
they,0.0000001241,0.0027786297,1.0000000000
no,0.0000001229,0.0027511639,1.0000000000
are,0.0000001211,0.0027099651,1.0000000000
too,0.0000001192,0.0026687663,1.0000000000
were,0.0000001178,0.0026367228,1.0000000000
by,0.0000001172,0.0026229898,1.0000000000
about,0.0000001164,0.0026046793,1.0000000000
great,0.0000001145,0.0025634805,1.0000000000
all,0.0000001137,0.0025451699,1.0000000000
really,0.0000001098,0.0024581947,1.0000000000
more,0.0000001094,0.0024490394,1.0000000000
very,0.0000001072,0.0023986853,1.0000000000
up,0.0000001065,0.0023849524,1.0000000000
me,0.0000001057,0.0023666418,1.0000000000
there,0.0000001045,0.0023391759,1.0000000000
one,0.0000001029,0.0023025548,1.0000000000
also,0.0000001020,0.0022842442,1.0000000000
some,0.0000001014,0.0022705113,1.0000000000
had,0.0000001008,0.0022567783,1.0000000000
delicious,0.0000000996,0.0022293125,1.0000000000
after,0.0000000996,0.0022293125,1.0000000000
be,0.0000000982,0.0021972690,1.0000000000
us,0.0000000977,0.0021881137,1.0000000000
indian,0.0000000975,0.0021835360,1.0000000000
our,0.0000000941,0.0021057161,1.0000000000
spicy,0.0000000935,0.0020919832,1.0000000000
naan,0.0000000912,0.0020416291,1.0000000000
curry,0.0000000900,0.0020141632,1.0000000000
i'm,0.0000000894,0.0020004303,1.0000000000
i've,0.0000000887,0.0019866974,1.0000000000
chicken,0.0000000885,0.0019821197,1.0000000000
service,0.0000000871,0.0019500762,1.0000000000
what,0.0000000869,0.0019454986,1.0000000000
rice,0.0000000861,0.0019271880,1.0000000000
dishes,0.0000000859,0.0019226104,1.0000000000
restaurant,0.0000000855,0.0019134551,1.0000000000
when,0.0000000840,0.0018814116,1.0000000000
again,0.0000000830,0.0018585233,1.0000000000
though,0.0000000814,0.0018219022,1.0000000000
them,0.0000000787,0.0017623928,1.0000000000
an,0.0000000771,0.0017257717,1.0000000000
even,0.0000000765,0.0017120387,1.0000000000
buffet,0.0000000761,0.0017028835,1.0000000000
who,0.0000000757,0.0016937282,1.0000000000
place,0.0000000755,0.0016891505,1.0000000000
your,0.0000000742,0.0016616847,1.0000000000
hot,0.0000000734,0.0016433741,1.0000000000
over,0.0000000732,0.0016387964,1.0000000000
before,0.0000000720,0.0016113306,1.0000000000
time,0.0000000712,0.0015930200,1.0000000000
dish,0.0000000712,0.0015930200,1.0000000000
only,0.0000000705,0.0015792871,1.0000000000
than,0.0000000703,0.0015747094,1.0000000000
because,0.0000000701,0.0015701318,1.0000000000
have,0.0000000693,0.0015518212,1.0000000000
he,0.0000000687,0.0015380883,1.0000000000
well,0.0000000679,0.0015197777,1.0000000000
two,0.0000000679,0.0015197777,1.0000000000
back,0.0000000675,0.0015106224,1.0000000000
down,0.0000000669,0.0014968895,1.0000000000
much,0.0000000667,0.0014923118,1.0000000000
however,0.0000000658,0.0014740013,1.0000000000
now,0.0000000656,0.0014694236,1.0000000000
nice,0.0000000638,0.0014282248,1.0000000000
get,0.0000000632,0.0014144919,1.0000000000
its,0.0000000628,0.0014053366,1.0000000000
off,0.0000000622,0.0013916037,1.0000000000
something,0.0000000620,0.0013870260,1.0000000000
better,0.0000000620,0.0013870260,1.0000000000
always,0.0000000616,0.0013778708,1.0000000000
try,0.0000000609,0.0013641378,1.0000000000
then,0.0000000609,0.0013641378,1.0000000000
being,0.0000000607,0.0013595602,1.0000000000
order,0.0000000599,0.0013412496,1.0000000000
people,0.0000000595,0.0013320943,1.0000000000
amazing,0.0000000589,0.0013183614,1.0000000000
has,0.0000000585,0.0013092061,1.0000000000
fresh,0.0000000577,0.0012908955,1.0000000000
dinner,0.0000000577,0.0012908955,1.0000000000
