best indian food in las vegas,0.0004305035,0.0027391325,0.0263641507
i ordered the chicken tikka masala,0.0003761209,0.0023931163,0.0307116598
the best indian food in town,0.0000628134,0.0003996581,0.0123094688
i can't wait to go back,0.0000471395,0.0002999310,0.0023094688
some of the best indian food,0.0000424256,0.0002699379,0.0023094688
the best indian food i've had,0.0000306407,0.0001949552,0.0023094688
this was one of the best,0.0000235698,0.0001499655,0.0023094688
this is the best indian food,0.0000235698,0.0001499655,0.0023094688
this is one of the best,0.0000235698,0.0001499655,0.0023094688
the best indian food i have,0.0000212128,0.0001349690,0.0023094688
the best indian food i've ever,0.0000164988,0.0001049759,0.0023094688
is by far the best indian,0.0000117849,0.0000749828,0.0023094688
indian food i have ever had,0.0000117849,0.0000749828,0.0023094688
one of the best indian restaurants,0.0000094403,0.0000600649,0.0013214286
can't wait to go back and,0.0000094279,0.0000599862,0.0023094688
of the best indian restaurants in,0.0000023570,0.0000149966,0.0023094688
is my favorite indian restaurant in,0.0000023570,0.0000149966,0.0023094688
best indian food i've had in,0.0000023570,0.0000149966,0.0023094688
