chicken tikka masala,0.0000060463,0.0051633388,0.9879441318
free mango lassi,0.0000007273,0.0006210781,0.8978719396
chicken tika masala,0.0000006172,0.0005270441,0.9796244822
chicken tikki masala,0.0000005904,0.0005041918,0.9840060072
paneer tikka masala,0.0000005849,0.0004995170,0.9748823983
in las vegas,0.0000005567,0.0004754316,0.1767382916
lamb rogan josh,0.0000005016,0.0004283124,0.9834304896
glass of wine,0.0000004595,0.0003924144,0.9573195519
mango ice cream,0.0000004472,0.0003818528,0.9315537539
lamb tikka masala,0.0000004087,0.0003490011,0.9730399512
bottle of wine,0.0000003699,0.0003158697,0.9484110496
blend of spices,0.0000003370,0.0002877660,0.9360308211
piece of naan,0.0000003344,0.0002855369,0.9287800928
indian curry bowl,0.0000003254,0.0002778961,0.9861017839
chicken tikka marsala,0.0000003234,0.0002761740,0.9799910595
glass of water,0.0000003003,0.0002564706,0.9100741200
chicken tiki masala,0.0000002911,0.0002485998,0.9703595839
south indian cuisine,0.0000002771,0.0002366279,0.9236295451
the mosque kitchen,0.0000002615,0.0002233302,0.2490642532
indian lunch buffet,0.0000002346,0.0002003357,0.3909851202
south indian dishes,0.0000001935,0.0001652165,0.5374078461
south indian food,0.0000001749,0.0001493697,0.1388178413
the garlic naan,0.0000001697,0.0001448984,0.0621518804
a la carte,0.0000001528,0.0001304617,0.1591347581
chunks of chicken,0.0000001486,0.0001268988,0.3538030159
garlic naan bread,0.0000001485,0.0001268088,0.4499752761
the saag paneer,0.0000001272,0.0001086392,0.1285004168
service was quick,0.0000001264,0.0001079587,0.3830867148
decor is nice,0.0000001210,0.0001032986,0.4032054591
love the food,0.0000001144,0.0000976801,0.2242792064
the chicken tikka,0.0000001097,0.0000936488,0.1405920392
great lunch buffet,0.0000001093,0.0000933732,0.1918230324
rice and naan,0.0000001087,0.0000928277,0.0862700622
delicious indian food,0.0000001084,0.0000925866,0.1806965980
a mango lassi,0.0000001070,0.0000913476,0.0914248539
pieces of chicken,0.0000001069,0.0000912518,0.3238030159
worth the price,0.0000001065,0.0000909315,0.3226661661
ordered the tandoori,0.0000000957,0.0000816987,0.2899042064
great indian food,0.0000000953,0.0000813638,0.0934080456
chicken and lamb,0.0000000952,0.0000812799,0.1762554518
other indian restaurants,0.0000000947,0.0000808485,0.0631151890
an indian restaurant,0.0000000946,0.0000807962,0.0584021909
fresh and delicious,0.0000000926,0.0000790790,0.2057792613
service was awesome,0.0000000923,0.0000788336,0.2564259455
food and service,0.0000000913,0.0000779539,0.0950866598
service is excellent,0.0000000879,0.0000750853,0.3256449471
great service and,0.0000000838,0.0000715862,0.1164259455
lamb and chicken,0.0000000810,0.0000691477,0.2699042064
loved the food,0.0000000810,0.0000691354,0.1799042064
indo chinese food,0.0000000803,0.0000685633,0.2676231043
in a hurry,0.0000000791,0.0000675059,0.1756638635
the gobi manchurian,0.0000000789,0.0000674175,0.1385004168
couple of weeks,0.0000000787,0.0000671758,0.8740244109
the samosa factory,0.0000000778,0.0000664278,0.2592876914
mint indian bistro,0.0000000775,0.0000661719,0.0782693095
place in town,0.0000000773,0.0000659956,0.1981544530
the mango lassi,0.0000000762,0.0000651068,0.0705920392
malai kofta and,0.0000000760,0.0000649370,0.2304259455
vegetarian and vegan,0.0000000747,0.0000637941,0.1915442136
the lunch buffet,0.0000000726,0.0000619730,0.0241899206
if you want,0.0000000708,0.0000604617,0.0400000000
nice and spicy,0.0000000698,0.0000595742,0.1937798416
ordered a chicken,0.0000000690,0.0000589000,0.2299042064
to las vegas,0.0000000682,0.0000582803,0.1338149206
naan and rice,0.0000000679,0.0000579709,0.1885649206
a bit pricey,0.0000000664,0.0000567022,0.1164871249
place to eat,0.0000000664,0.0000566765,0.0850866598
authentic indian food,0.0000000659,0.0000562785,0.0439343614
indian lunch buffets,0.0000000634,0.0000541277,0.1242803621
food was great,0.0000000631,0.0000538450,0.1050866598
basmati rice and,0.0000000629,0.0000536896,0.1164259455
eat indian food,0.0000000628,0.0000536108,0.1230936232
enjoyed the food,0.0000000624,0.0000532491,0.1385649206
the malai kofta,0.0000000620,0.0000529170,0.0898047646
for indian food,0.0000000618,0.0000527333,0.0294048416
service was great,0.0000000613,0.0000523168,0.0850866598
their chicken tikka,0.0000000612,0.0000522848,0.2551038461
enjoy the food,0.0000000612,0.0000522340,0.1699042064
the chicken makhani,0.0000000599,0.0000511638,0.0998537842
eating indian food,0.0000000595,0.0000508025,0.0991487863
the chicken biryani,0.0000000569,0.0000486056,0.0998537842
order of naan,0.0000000567,0.0000483839,0.1716879052
piping hot and,0.0000000549,0.0000469010,0.1664259455
