indian restaurant in las vegas,0.0000786125,0.0025609176,0.0958136400
indian food in the valley,0.0000533626,0.0017383655,0.1450866598
indian restaurants in las vegas,0.0000521943,0.0017003075,0.2049815201
ordered the chicken tikka masala,0.0000413960,0.0013485351,0.1828950784
this review is for the,0.0000233748,0.0007614674,0.0688493431
hands down the best indian,0.0000167584,0.0005459286,0.0423094688
and the chicken tikka masala,0.0000130335,0.0004245852,0.0307116598
indian food in las vegas,0.0000111588,0.0003635154,0.0657357041
best indian food in vegas,0.0000096967,0.0003158838,0.0263641507
the chicken tikka masala was,0.0000084856,0.0002764299,0.0107116598
had the chicken tikka masala,0.0000082037,0.0002672472,0.0207116598
i love indian food and,0.0000070317,0.0002290690,0.0207116598
i highly recommend this place,0.0000068701,0.0002238024,0.0202354693
a fan of indian food,0.0000064458,0.0002099800,0.0207116598
was out of this world,0.0000052239,0.0001701770,0.0123094688
chicken tikka masala and the,0.0000051606,0.0001681132,0.0608009455
went for the lunch buffet,0.0000051249,0.0001669519,0.0113214286
the chicken tikka masala is,0.0000046878,0.0001527127,0.0207116598
the staff was very friendly,0.0000041791,0.0001361416,0.0123094688
service was a bit slow,0.0000039888,0.0001299412,0.0140986195
the chicken tikka masala and,0.0000039397,0.0001283425,0.0107116598
is one of my favorite,0.0000031344,0.0001021062,0.0123094688
is the best indian restaurant,0.0000024378,0.0000794159,0.0123094688
i ordered the chicken tikka,0.0000023439,0.0000763563,0.0207116598
the quality of the food,0.0000021562,0.0000702419,0.0023094688
my favorite indian restaurant in,0.0000021214,0.0000691075,0.0107116598
is my favorite indian restaurant,0.0000021214,0.0000691075,0.0107116598
the best indian food in,0.0000015769,0.0000513707,0.0111474394
the best i've ever had,0.0000015682,0.0000510850,0.0023094688
the food was very good,0.0000015028,0.0000489565,0.0023094688
if you like indian food,0.0000015028,0.0000489565,0.0023094688
one of the best indian,0.0000013721,0.0000446994,0.0023094688
for the lunch buffet and,0.0000013721,0.0000446994,0.0023094688
the end of the meal,0.0000013068,0.0000425709,0.0023094688
just the right amount of,0.0000013068,0.0000425709,0.0023094688
is one of the best,0.0000010454,0.0000340567,0.0023094688
you will not be disappointed,0.0000009972,0.0000324850,0.0020733083
this is one of the,0.0000009801,0.0000319281,0.0023094688
was one of the best,0.0000009148,0.0000297996,0.0023094688
to give it a try,0.0000009148,0.0000297996,0.0023094688
not a big fan of,0.0000009148,0.0000297996,0.0023094688
indian food i've ever had,0.0000009148,0.0000297996,0.0023094688
for lunch the next day,0.0000009148,0.0000297996,0.0023094688
a little bit of everything,0.0000009148,0.0000297996,0.0023094688
the food is very good,0.0000008494,0.0000276711,0.0023094688
i would recommend this place,0.0000008494,0.0000276711,0.0023094688
the food was pretty good,0.0000007841,0.0000255425,0.0023094688
in the middle of the,0.0000007841,0.0000255425,0.0023094688
i will definitely be back,0.0000007841,0.0000255425,0.0023094688
here for the lunch buffet,0.0000007841,0.0000255425,0.0023094688
for the amount of food,0.0000007841,0.0000255425,0.0023094688
