garlic naan,0.0002394653,0.0480869658,0.9330628693
indian restaurants,0.0001220021,0.0244992142,0.7840419770
las vegas,0.0001169495,0.0234846002,0.9903379617
tandoori chicken,0.0000985559,0.0197909862,0.9964590957
butter chicken,0.0000934582,0.0187673145,0.9964590957
mango lassi,0.0000804492,0.0161549909,0.9530628693
indian cuisine,0.0000788230,0.0158284229,0.9940419770
chicken tikka,0.0000654207,0.0131371202,0.9964590957
basmati rice,0.0000611726,0.0122840604,0.9964590957
south indian,0.0000594734,0.0119428365,0.9964590957
india palace,0.0000496409,0.0099683722,0.9703379617
naan bread,0.0000485028,0.0097398288,0.8126495719
rice pudding,0.0000480035,0.0096395752,0.9964590957
lamb vindaloo,0.0000461273,0.0092628031,0.9926495719
highly recommend,0.0000448599,0.0090083023,0.8554957697
goat curry,0.0000412066,0.0082746796,0.9964590957
saag paneer,0.0000410157,0.0082363499,0.8826495719
malai kofta,0.0000364404,0.0073175911,0.9393052936
chicken korma,0.0000323270,0.0064915778,0.9478515008
gluten free,0.0000314359,0.0063126422,0.9964590957
lamb curry,0.0000306217,0.0061491413,0.8978515008
customer service,0.0000301567,0.0060557542,0.8626495719
strip mall,0.0000292651,0.0058767147,0.9948681866
tandoori times,0.0000290726,0.0058380706,0.7749375288
vegetarian dishes,0.0000284465,0.0057123403,0.8665694495
chicken vindaloo,0.0000282535,0.0056735861,0.9078515008
food court,0.0000280375,0.0056301944,0.9964590957
ended up,0.0000269663,0.0054151043,0.7270555556
spice level,0.0000261304,0.0052472384,0.9013675206
indian buffets,0.0000261171,0.0052445641,0.8878515008
palak paneer,0.0000258444,0.0051898144,0.9326495719
gulab jamun,0.0000244621,0.0049122256,0.9893052936
vegetarian options,0.0000240284,0.0048251342,0.8051770444
bombay spice,0.0000238165,0.0047825851,0.7549375288
masala dosa,0.0000228344,0.0045853702,0.9564590957
hands down,0.0000227503,0.0045684873,0.8470555556
fast food,0.0000225464,0.0045275344,0.9978515008
chai tea,0.0000209333,0.0042036069,0.9264590957
garlic nan,0.0000208142,0.0041796896,0.9764590957
taj palace,0.0000207636,0.0041695401,0.9740879617
main course,0.0000206193,0.0041405464,0.9870555556
chicken makhani,0.0000206068,0.0041380443,0.9864590957
belly dancer,0.0000199342,0.0040029796,0.9948681866
lunch specials,0.0000193650,0.0038886720,0.9664590957
pleasantly surprised,0.0000192492,0.0038654333,0.9214719602
reasonably priced,0.0000189071,0.0037967354,0.5343333333
la carte,0.0000185041,0.0037157949,0.9864590957
mosque kitchen,0.0000175897,0.0035321736,0.8969417353
india masala,0.0000174669,0.0035075284,0.7587303668
aloo gobi,0.0000169736,0.0034084582,0.9048681866
chicken biryani,0.0000168242,0.0033784581,0.8221618456
happy hour,0.0000166306,0.0033395833,0.8127015200
ice cream,0.0000165676,0.0033269330,0.9964590957
lunch special,0.0000164915,0.0033116498,0.7894567639
mount everest,0.0000164092,0.0032951316,0.9869341595
lamb korma,0.0000163787,0.0032889942,0.8934590957
deep fried,0.0000161170,0.0032364516,0.9948681866
chana masala,0.0000159692,0.0032067771,0.9364590957
highly recommended,0.0000158163,0.0031760633,0.9048681866
curry sauce,0.0000156531,0.0031432952,0.8538797943
dining room,0.0000152162,0.0030555522,0.9151770444
years ago,0.0000150676,0.0030257209,0.8835861354
friendly staff,0.0000148930,0.0029906605,0.6849785404
belly dancing,0.0000148177,0.0029755330,0.9930628693
wait staff,0.0000143963,0.0028909130,0.5535861354
mt everest,0.0000130882,0.0026282405,0.9903379617
gobi manchurian,0.0000128142,0.0025732189,0.9393052936
indo chinese,0.0000127726,0.0025648688,0.9664590957
north indian,0.0000127716,0.0025646628,0.8321618456
plain naan,0.0000126711,0.0025444868,0.7821618456
piping hot,0.0000126497,0.0025401808,0.8727015200
vegetable korma,0.0000124946,0.0025090370,0.7327015200
iced tea,0.0000122360,0.0024571153,0.9897090957
rogan josh,0.0000122219,0.0024542842,0.9885687344
main courses,0.0000120365,0.0024170487,0.9411181866
traditional indian,0.0000118902,0.0023876672,0.8451618456
portion sizes,0.0000115249,0.0023143177,0.9011181866
sit down,0.0000115009,0.0023094960,0.5505555556
chili chicken,0.0000111696,0.0022429601,0.8451618456
dining experience,0.0000110922,0.0022274247,0.5535861354
tamarind sauce,0.0000109794,0.0022047644,0.8307694406
looking forward,0.0000109786,0.0022046058,0.5365000000
lamb biryani,0.0000109652,0.0022019195,0.8037694406
main dishes,0.0000108931,0.0021874430,0.7984850575
