service was a bit slow,0.0000000000,0.0284698116,0.6889694406
recommend this place to anyone,0.0000000000,0.0241735537,0.4500000000
best indian food in town,0.0000000000,0.0198440659,0.4365694495
you will not be disappointed,0.0000000000,0.0182644628,0.2600000000
just the right amount of,0.0000000000,0.0165289256,0.2000000000
by far the best indian,0.0000000000,0.0163636364,0.2200000000
best indian food in vegas,0.0000000000,0.0160060972,0.2278515008
my favorite indian restaurant in,0.0000000000,0.0131332648,0.1765694495
next time i'm in vegas,0.0000000000,0.0126549587,0.3062500000
at least once a week,0.0000000000,0.0122417355,0.2962500000
can't wait to come back,0.0000000000,0.0114049587,0.2300000000
can't wait to go back,0.0000000000,0.0101239669,0.0700000000
as good as it gets,0.0000000000,0.0054545455,0.1100000000
we will definitely be back,0.0000000000,0.0049586777,0.1000000000
indian food i've ever had,0.0000000000,0.0047520661,0.2300000000
would definitely recommend this place,0.0000000000,0.0037190083,0.1000000000
nothing to write home about,0.0000000000,0.0032231405,0.0600000000
