i ordered the chicken tikka masala,0.0012667872,0.0080600920,0.1209013793
this is one of the best,0.0005924019,0.0037692308,0.0616783217
this was one of the best,0.0005385471,0.0034265734,0.0616783217
some of the best indian food,0.0004249952,0.0027040849,0.0221243311
the best indian food in town,0.0003778542,0.0024041444,0.0721243311
one of the best indian restaurants,0.0002947913,0.0018756461,0.0259704849
is by far the best indian,0.0002809754,0.0017877411,0.0459704849
the best indian food i have,0.0002547413,0.0016208236,0.0416783217
best indian food in las vegas,0.0001884736,0.0011991870,0.0143902439
indian food i have ever had,0.0001746309,0.0011111111,0.0250000000
i can't wait to go back,0.0000995274,0.0006332556,0.0056993007
this is the best indian food,0.0000751213,0.0004779686,0.0061453101
the best indian food i've had,0.0000746456,0.0004749417,0.0056993007
best indian food i've ever had,0.0000523893,0.0003333333,0.0050000000
can't wait to go back and,0.0000199055,0.0001266511,0.0056993007
best indian food i've had in,0.0000049764,0.0000316628,0.0056993007
of the best indian restaurants in,0.0000048237,0.0000306915,0.0055244755
is my favorite indian restaurant in,0.0000043658,0.0000277778,0.0050000000
best indian food i have ever,0.0000043658,0.0000277778,0.0050000000
