saffron flavors of india,0.0000101173,0.0016874692,0.9435549051
the chicken tikka masala,0.0000096114,0.0016030974,0.1975070346
i love indian food,0.0000043318,0.0007225095,0.1694168175
chicken tikka masala and,0.0000036810,0.0006139571,0.1144321549
food and great service,0.0000032168,0.0005365368,0.2294168175
their chicken tikka masala,0.0000028890,0.0004818553,0.3184187354
and chicken tikka masala,0.0000022060,0.0003679349,0.1273580489
the garlic naan bread,0.0000015995,0.0002667879,0.1385200784
a la carte menu,0.0000015738,0.0002625007,0.1908117451
indian food in vegas,0.0000013511,0.0002253563,0.0682547881
highly recommend this place,0.0000011312,0.0001886776,0.1959282331
the mango ice cream,0.0000010753,0.0001793535,0.1185200784
ordered the chicken tikka,0.0000009553,0.0001593287,0.1654515100
rice and garlic naan,0.0000009440,0.0001574545,0.1907561032
nothing to write home,0.0000007991,0.0001332873,0.0880786705
the chicken tiki masala,0.0000007821,0.0001304389,0.1185200784
for a lunch buffet,0.0000007264,0.0001211547,0.0587115874
compared to other indian,0.0000007223,0.0001204725,0.0875714286
indian restaurants in town,0.0000007192,0.0001199548,0.0484417411
love indian food and,0.0000006936,0.0001156801,0.1401464407
chicken tikka masala was,0.0000006909,0.0001152315,0.0644321549
there were a few,0.0000006815,0.0001136597,0.0688493431
indian restaurants in vegas,0.0000006781,0.0001131037,0.0587250531
was craving indian food,0.0000006642,0.0001107845,0.1150418175
craving for indian food,0.0000006460,0.0001077510,0.0412232491
prices are very reasonable,0.0000006439,0.0001073924,0.0650529193
taste of the food,0.0000006091,0.0001015925,0.0923094688
we will be back,0.0000005888,0.0000982120,0.0223094688
indian restaurant in vegas,0.0000005518,0.0000920320,0.0371655843
an indian lunch buffet,0.0000005093,0.0000849426,0.0617447767
a lot of food,0.0000004982,0.0000831024,0.0402714286
the lamb rogan josh,0.0000004888,0.0000815243,0.1185200784
indian buffet in town,0.0000004764,0.0000794533,0.0525041651
best indian lunch buffet,0.0000004728,0.0000788574,0.0636904662
not a huge fan,0.0000004625,0.0000771475,0.0623094688
a great indian restaurant,0.0000004292,0.0000715827,0.0650418175
they give you a,0.0000004245,0.0000707991,0.0395875982
service was a bit,0.0000004175,0.0000696336,0.0723094688
indian restaurant in town,0.0000003924,0.0000654544,0.0951575583
my favorite indian restaurant,0.0000003858,0.0000643499,0.0519732491
restaurant in the valley,0.0000003578,0.0000596859,0.0723094688
this side of town,0.0000003490,0.0000582053,0.0423094688
place for indian food,0.0000003349,0.0000558603,0.0507561032
indian restaurants in edinburgh,0.0000003271,0.0000545551,0.0440623680
my favorite indian place,0.0000003243,0.0000540959,0.0491529286
to take our order,0.0000003141,0.0000523848,0.0423094688
